#           Observatorio Astronomico Nacional San Pedro Martir
#STAR_ID           RA        DEC        U        B        V        R        I 
#1                  2          3        4        5        6        7        8 
110        274.554236 -12.175932  95.3236   15.744   15.219  14.7172  14.3135
145        274.551047 -12.266795  95.3236   96.022   15.222  14.1852  13.4045
765        274.511685 -12.263685  95.3236   15.943   15.226  14.6732  14.2625
422        274.533746 -12.198070  95.3236   16.538   15.239  14.1342  13.3075
270        274.543979 -12.188732  95.3236   15.705   15.242  14.7742  14.5005
70         274.556500 -12.187503  95.3236   15.746   15.255  14.8052  14.4285
879        274.504266 -12.274451  95.3236   16.467   15.256  14.2652  13.5275
1045       274.493681 -12.261502  95.3236   96.022   15.265  14.2512  13.4635
190        274.547884 -12.270592  95.3236   96.022   15.286  14.0092  13.0115
522        274.527405 -12.194363  95.3236   96.022   15.286  13.8152  12.5955
255        274.544870 -12.176289  95.3236   96.022   15.292  15.1462  14.7675
684        274.516714 -12.251792  95.3236   16.688   15.295  14.3962  13.6525
539        274.526745 -12.188363  95.3236   96.022   15.314  13.9992  12.9725
380        274.536355 -12.242455  95.3236   96.022   15.316  13.6872  12.0915
1303       274.467905 -12.265409  95.3236   15.638   15.317  15.0312  14.8795
273        274.543334 -12.225100  95.3236   15.756   15.317  14.9042  14.8435
990        274.497611 -12.247808  95.3236   15.763   15.334  14.9852  14.8865
790        274.510345 -12.256696  95.3236   15.981    15.34  14.7932  14.4215
1079       274.491671 -12.240427  95.3236   16.048   15.353  14.8212  14.4155
600        274.521425 -12.280113  95.3236   96.022   15.359  14.1002  13.1245
215        274.546621 -12.222198  95.3236   16.438   15.367  14.4222  13.6905
1431       274.441144 -12.268150  95.3236   15.916   15.372  14.8702  14.7725
47         274.557025 -12.264996  95.3236   16.527   15.374  14.3222  13.5665
819        274.509012 -12.217471  95.3236   96.022   15.379  14.3882  13.6775
692        274.516516 -12.239158  95.3236   96.022   15.384  15.0032  14.6245
189        274.549243 -12.169134  95.3236   15.981   15.395  14.8182  14.3795
828        274.508104 -12.252289  95.3236   16.242   15.398  14.8002  14.3835
458        274.530985 -12.248812  95.3236   16.152   15.402  14.6012  13.9065
969        274.499126 -12.259507  95.3236   96.022    15.41  14.2712  13.4175
949        274.500426 -12.266405  95.3236     15.9   15.412  15.0852  14.8125
747        274.513311 -12.199744  95.3236   16.173   15.427  14.7342  14.1885
1077       274.492030 -12.219424  95.3236    15.76    15.43  15.0212  14.7095
1434       274.441501 -12.206644  95.3236   16.035    15.43  15.0012  14.7135
367        274.537870 -12.189915  95.3236   16.483   15.435  14.5612  13.8695
146        274.552054 -12.187503  95.3236   16.471   15.444  14.5262  13.8365
714        274.514465 -12.260451  95.3236   96.022   15.446  15.1892  14.8415
1082       274.492007 -12.204711  95.3236   96.022   15.451  14.1182  13.0525
219        274.547001 -12.177460  95.3236   96.022   15.473  14.5512  13.8555
1008       274.496186 -12.272975  95.3236   16.225   15.475  14.8762  14.3865
297        274.541585 -12.227484  95.3236   15.946   15.475  15.0612  14.8375
382        274.536057 -12.260245  95.3236   16.053   15.476  14.9612  14.5985
21         274.559640 -12.228607  95.3236   96.022   15.492  14.4342  13.6125
593        274.522978 -12.221865  95.3236   96.022   15.498  14.4992  13.7525
327        274.539862 -12.213144  95.3236   15.984   15.501  15.0242  14.7745
196        274.548277 -12.190182  95.3236   96.022   15.515  14.4542  13.6195
498        274.528559 -12.213816  95.3236   16.017   15.516  15.1372  14.9365
64         274.556526 -12.205626  95.3236   96.022   15.524  14.2802  13.3085
1366       274.454510 -12.279803  95.3236   16.135   15.533  15.1832  15.0655
711        274.515204 -12.234011  95.3236   96.022   15.539  14.6012  13.9635
1361       274.456155 -12.258299  95.3236   15.996   15.547  15.1502  14.8865
872        274.505113 -12.274221  95.3236   96.022   15.553  14.1202  12.9515
958        274.500209 -12.229563  95.3236   16.309   15.558  14.9032  14.4295
374        274.536601 -12.258545  95.3236    16.31    15.57  14.9862  14.6985
261        274.544073 -12.214929  95.3236   16.223   15.577  15.2192  14.9995
1145       274.486637 -12.256065  95.3236   16.125   15.584  15.1892  14.9485
310        274.540290 -12.276100  95.3236   96.022   15.587  14.5332  13.7455
911        274.503149 -12.243081  95.3236   96.022   15.591  14.6082  13.9225
592        274.522461 -12.266912  95.3236   96.022   15.592  14.7842  14.1645
501        274.527920 -12.228140  95.3236   96.022   15.596  14.6182  13.9185
1200       274.480989 -12.276783  95.3236   96.022   15.612  14.5362  13.6955
1236       274.476909 -12.274307  95.3236   16.675   15.617  14.9062  14.2935
447        274.532474 -12.174949  95.3236   96.022   15.623  14.6262  13.8575
899        274.503447 -12.256483  95.3236   16.387   15.628  14.9952  14.5405
735        274.513919 -12.214477  95.3236   96.022   15.629  14.8092  14.2355
1083       274.491245 -12.257079  95.3236   16.202    15.63  15.2442  15.0985
1088       274.491204 -12.222294  95.3236   96.022   15.633  14.6852  13.9625
487        274.529020 -12.240289  95.3236   96.022   15.643  14.8102  14.0425
775        274.511287 -12.257486  95.3236   96.022    15.65  14.7172  13.9755
401        274.534817 -12.254865  95.3236   96.022   15.657  14.6582  13.9175
402        274.535129 -12.230555  95.3236   16.342   15.667  15.1792  14.8985
342        274.539363 -12.198177  95.3236   16.786   15.668  14.6652  13.9095
1388       274.450212 -12.227187  95.3236   16.408   15.679  15.2032  14.9025
471        274.531129 -12.177812  95.3236   96.022   15.685  14.2602  13.0725
14         274.559763 -12.252582  95.3236   16.477   15.696  15.0162  14.4365
91         274.554528 -12.241478  95.3236   96.022   15.696  14.7802  14.0565
1023       274.495029 -12.276947  95.3236   16.535   15.697  15.0492  14.5155
114        274.553881 -12.189911  95.3236   96.022   15.699  14.4832  13.5705
343        274.539274 -12.204025  95.3236   96.022     15.7  14.3142  13.2095
905        274.504353 -12.171377  95.3236   16.397   15.704  15.2222  14.9375
183        274.549137 -12.196633  95.3236   96.022   15.713  14.8262  14.2595
90         274.554751 -12.225648  95.3236   16.258   15.715  15.2652  14.9685
426        274.532944 -12.236592  95.3236   96.022   15.718  14.3052  13.1705
787        274.510145 -12.278631  95.3236   96.022   15.721  14.3912  13.4635
807        274.509819 -12.237322  95.3236   96.022   15.722  14.6742  13.9335
1059       274.493223 -12.239508  95.3236   96.022   15.729  14.6892  13.8845
1140       274.487883 -12.189908  95.3236   96.022   15.729  14.7772  14.0625
